,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e7dn636p4k69,a1,5ef26517ed52f48d4f6d89cf,sample.transcriptic.aq1e7pzs5bhgxtq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,4,b80d464c686abcb89e63ab10c8bcd25d8fb8df9e,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5bhgxtq,869,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,14483.333330000001,-65113860.87274201,553855.6281592811
275,r1e7dn636p4k69,g12,5ef264330459725ddc6f4cf2,sample.transcriptic.aq1e7pzsmbp84c7.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,8f22b74f2aae4a293a301c0f17ea31d18d2ea07c,"UWBF_34301 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmbp84c7,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-116610020.14975432,1109324.5524160333
276,r1e7dn636p4k69,g3,5ef2648164fe727dbdd822a8,sample.transcriptic.aq1e7pzs5by5bd6.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,90b1ef4fc1e122a479992efcbc700e58541b68ae,"UWBF_34310 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5by5bd6,6236,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,103933.33333,-60105462.10834087,657298.0709773657
277,r1e7dn636p4k69,g3,5ef264976ad4b3f9e578e53e,sample.transcriptic.aq1e7pzsav3rfq7.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,bfabf600dff8eeca85d394cf1c03827cc5da1b8f,"UWBF_34310 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsav3rfq7,3504,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,58400.0,-60105462.10834087,657298.0709773657
278,r1e7dn636p4k69,g3,5ef264906ad4b3f9e578e51c,sample.transcriptic.aq1e7pzsfvam22h.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,6ba0fc398c8fe26a8ed9cb0b51c903dd66b58e28,"UWBF_34310 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfvam22h,9550,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,159166.66667,-60105462.10834087,657298.0709773657
279,r1e7dn636p4k69,g3,5ef264c5f3af1d5839213bf9,sample.transcriptic.aq1e7pzsma4dkrt.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,e546024288630e45939b42c321cd18f72313baab,"UWBF_34310 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsma4dkrt,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-60105462.10834087,657298.0709773657
280,r1e7dn636p4k69,g4,5ef264c4f3af1d5839213bf7,sample.transcriptic.aq1e7pzs5c4p4wb.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,ec6ba053b2924a6e5e0b38e82e32efa4be86fdf9,"UWBF_34310 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5c4p4wb,2439,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,40650.0,-59673536.47380836,568354.1647810255
281,r1e7dn636p4k69,g4,5ef26522ed52f48d4f6d89f9,sample.transcriptic.aq1e7pzsav9efca.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,4b50a57d574f4229ff8dc38c834e244f19eed54d,"UWBF_34310 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsav9efca,1769,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,29483.33333,-59673536.47380836,568354.1647810255
282,r1e7dn636p4k69,g4,5ef26520ed52f48d4f6d89f1,sample.transcriptic.aq1e7pzsfvg9zpk.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,5c71500fdd54252a98c803c58eed17997bb3b6a4,"UWBF_34310 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfvg9zpk,12197,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,203283.33333,-59673536.47380836,568354.1647810255
283,r1e7dn636p4k69,g4,5ef264946ad4b3f9e578e52f,sample.transcriptic.aq1e7pzsma8xda2.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,9a1b3f7d9c4e277c8690f4c90d1d84a2bcb3dd24,"UWBF_34310 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsma8xda2,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,15000,200,13-Mar-2020,2000000.0,-59673536.47380836,568354.1647810255
284,r1e7dn636p4k69,g5,5ef26524ed52f48d4f6d8a08,sample.transcriptic.aq1e7pzs5cac4jd.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,3832db408a1eb5dd079c63aa15cb004b836e871a,"UWBF_34310 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cac4jd,2677,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,44616.66667,-55918361.0229494,646139.7358372286
285,r1e7dn636p4k69,g5,5ef2650ac027150545481980,sample.transcriptic.aq1e7pzsavdy8vf.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,7f6a2b44db2444d335abed20c3c0a0926b0a0aef,"UWBF_34310 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavdy8vf,1726,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,28766.66667,-55918361.0229494,646139.7358372286
286,r1e7dn636p4k69,g5,5ef2648d6ad4b3f9e578e50f,sample.transcriptic.aq1e7pzsfvmtt7s.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,0379e7604fe9afd04fabd21c1566e3c53325c070,"UWBF_34310 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfvmtt7s,12209,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,203483.33333,-55918361.0229494,646139.7358372286
287,r1e7dn636p4k69,g5,5ef264d0f3af1d5839213c2f,sample.transcriptic.aq1e7pzsmaemcx4.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,e71d17afca5bd44d95af7e76a8d99b392f45e263,"UWBF_34310 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmaemcx4,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-55918361.0229494,646139.7358372286
288,r1e7dn636p4k69,g6,5ef264c4f3af1d5839213bf5,sample.transcriptic.aq1e7pzs5cevw3m.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,85205cba0928b56ff8dbec9b3e497b93362344bc,"UWBF_34310 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cevw3m,4949,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,82483.33333,-36544040.56255793,699548.080722655
289,r1e7dn636p4k69,g6,5ef2651bed52f48d4f6d89df,sample.transcriptic.aq1e7pzsavkn8hk.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,10789f39e5c5214127905c94ae78b7d03f30baa4,"UWBF_34310 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavkn8hk,3338,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,55633.333329999994,-36544040.56255793,699548.080722655
290,r1e7dn636p4k69,g6,5ef2658ca1681599a8ec644e,sample.transcriptic.aq1e7pzsfvtgsuu.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,6e4803e97d5f94d130a95b68afc55a08da3445d7,"UWBF_34310 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfvtgsuu,21143,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,352383.33333,-36544040.56255793,699548.080722655
291,r1e7dn636p4k69,g6,5ef264350459725ddc6f4cfc,sample.transcriptic.aq1e7pzsmak66fb.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2b6b5d435ad7895270637d1d6eadc742cff0f6e0,"UWBF_34310 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmak66fb,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-36544040.56255793,699548.080722655
292,r1e7dn636p4k69,g7,5ef2658ca1681599a8ec6450,sample.transcriptic.aq1e7pzs5cmjvqp.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2c21444c72d5275d99bad63c2e6471a161814136,"UWBF_34310 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cmjvqp,3102,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,51700.0,-55692329.15953168,735951.6445896522
293,r1e7dn636p4k69,g7,5ef264c1f3af1d5839213be7,sample.transcriptic.aq1e7pzsavsb86r.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,f4ec25868212d630f4ab49eda999bc4a99b4389b,"UWBF_34310 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavsb86r,2922,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,48700.0,-55692329.15953168,735951.6445896522
294,r1e7dn636p4k69,g7,5ef2656bbaa4291b05c7b9bb,sample.transcriptic.aq1e7pzsfvy2kd3.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,958229750d7631373345936ae2d57a955fd24af5,"UWBF_34310 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfvy2kd3,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,56000,200,13-Mar-2020,535714.2857100001,-55692329.15953168,735951.6445896522
295,r1e7dn636p4k69,g7,5ef26512ed52f48d4f6d89b7,sample.transcriptic.aq1e7pzsmaru64f.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2588215d1b36301d0d36375413fc31765ebcce04,"UWBF_34310 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34310,CEN.PK2_ORE1_sic1_34310,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmaru64f,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-55692329.15953168,735951.6445896522
296,r1e7dn636p4k69,g8,5ef2642b0459725ddc6f4ccf,sample.transcriptic.aq1e7pzs5cs4p8w.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,75549fd3cea1de8117f24ee90ec2324a482f0af4,"UWBF_34301 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cs4p8w,11919,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,198650.0,-106488477.84975073,1112570.3818132398
297,r1e7dn636p4k69,g8,5ef2650ac02715054548197e,sample.transcriptic.aq1e7pzsavwuzpy.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,63c41444dea6a391bd1ee1208f2fcedf957eb98c,"UWBF_34301 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavwuzpy,10754,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,179233.33333,-106488477.84975073,1112570.3818132398
298,r1e7dn636p4k69,g8,5ef26501c027150545481955,sample.transcriptic.aq1e7pzsfw5qk26.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,aa04320033cfbcb56e94364bf566c6b06bfe9248,"UWBF_34301 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfw5qk26,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,17000,200,13-Mar-2020,1764705.88235,-106488477.84975073,1112570.3818132398
299,r1e7dn636p4k69,g8,5ef264866ad4b3f9e578e4f3,sample.transcriptic.aq1e7pzsmaxh5rj.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,4cf495e721325db313e69a3ef47e2d19906cdbc0,"UWBF_34301 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmaxh5rj,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,13000,200,13-Mar-2020,2307692.30769,-106488477.84975073,1112570.3818132398
300,r1e7dn636p4k69,g9,5ef2642d0459725ddc6f4cd7,sample.transcriptic.aq1e7pzs5cxsnvy.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,e3770e5882d8e5905fd044dccf46fef132306d46,"UWBF_34301 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cxsnvy,20730,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,345500.0,-115635071.83895013,1284341.6692919943
301,r1e7dn636p4k69,g9,5ef264d6f3af1d5839213c4a,sample.transcriptic.aq1e7pzsaw4hzc5.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,b8eb89845c2a3e7c5f9d5d0d2c2ef52192e63c34,"UWBF_34301 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsaw4hzc5,17512,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,291866.66667,-115635071.83895013,1284341.6692919943
302,r1e7dn636p4k69,g9,5ef264886ad4b3f9e578e4fb,sample.transcriptic.aq1e7pzsfwbdjpa.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,98ade020995004223c35dfdce7bd88f562d2e902,"UWBF_34301 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfwbdjpa,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,15000,200,13-Mar-2020,2000000.0,-115635071.83895013,1284341.6692919943
303,r1e7dn636p4k69,g9,5ef26517ed52f48d4f6d89cd,sample.transcriptic.aq1e7pzsmb575dq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,703d56eb5998703a4b7f755f9b576ba6e6cdd89e,"UWBF_34301 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34301,CEN.PK2_ORE1_sic1_gfp_34301,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmb575dq,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,13-Mar-2020,2500000.0,-115635071.83895013,1284341.6692919943
