,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1dvbs7kdxq4md,a1,5ef26518ed7a130d9ba086bd,sample.transcriptic.aq1dvmrawcr5tg9.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,7,3d500e3a0450248cdbd684ec6f406dfc64a0c7aa,"UWBF_6390 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvmrawcr5tg9,4279,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,71316.66667,-87100835.53120442,330578.2017628627
514,r1dvbs8vu72tbp,c8,5ef26488ac09c8d8396dbd5e,sample.transcriptic.aq1dvhyrzzv7pj5.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,11eb27e70e4b427099bae1daff36e74534cf9267,"UWBF_24959 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",30.0,celsius,22.0,hour,aq1dvhyrzzv7pj5,23732,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,395533.33333,-155956204.35500818,550183.3201830087
515,r1dvbs8vu72tbp,c8,5ef2636c37128d5fc75f9ece,sample.transcriptic.aq1dvjappuqebef.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,4c8aab7a56cb4457d53cf28c8a1f7dde2ce4a8be,"UWBF_24959 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",30.0,celsius,24.0,hour,aq1dvjappuqebef,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,18000,200,11-Dec-2019,1666666.6666700002,-155956204.35500818,550183.3201830087
516,r1dvbs8vu72tbp,c9,5ef26482ac09c8d8396dbd3d,sample.transcriptic.aq1dvhcr6dqu272.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,0e67bd7fd77563a7c75fad681ee941fe7918b971,"UWBF_24959 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",30.0,celsius,18.0,hour,aq1dvhcr6dqu272,30000,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,19000,200,11-Dec-2019,1578947.3684200002,-979481861.1248035,2388784.456964972
517,r1dvbs8vu72tbp,c9,5ef263d060e3ad502b9b5812,sample.transcriptic.aq1dvhp5yzjaqtd.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,312be8598de5204afe997961fa64156ef3052c69,"UWBF_24959 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzjaqtd,30000,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,14000,200,11-Dec-2019,2142857.14286,-979481861.1248035,2388784.456964972
518,r1dvbs8vu72tbp,c9,5ef262cd5e1ca853c188ca34,sample.transcriptic.aq1dvhyrzzwbvp3.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,282843a510e7cb0263592f51d1c4c06074dac7e1,"UWBF_24959 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",30.0,celsius,22.0,hour,aq1dvhyrzzwbvp3,30000,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,12000,200,11-Dec-2019,2500000.0,-979481861.1248035,2388784.456964972
519,r1dvbs8vu72tbp,c9,5ef2635537128d5fc75f9e3e,sample.transcriptic.aq1dvjappuqebeh.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,70257de8831c2b3286bfa723a554a0f848af6967,"UWBF_24959 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",30.0,celsius,24.0,hour,aq1dvjappuqebeh,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,9000,200,11-Dec-2019,3333333.33333,-979481861.1248035,2388784.456964972
520,r1dvbs8vu72tbp,d1,5ef26372e78a733507497297,sample.transcriptic.aq1dvhcr6dt4ef4.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,4,4072d5e0a1d7b1832ad92a63c1d64cb2a7e401e4,"UWBF_32302 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_32302,CRISPR_CEN.PK2_positive_control_yeVenus_32302,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvhcr6dt4ef4,3682,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,61366.666670000006,-88865759.71362014,581026.7908526147
521,r1dvbs8vu72tbp,d1,5ef2641a141c972f749ab0dd,sample.transcriptic.aq1dvhp5yzkewxh.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,4,08c2ba3bdbf770e09dd81295cc727cbc9594ffb5,"UWBF_32302 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_32302,CRISPR_CEN.PK2_positive_control_yeVenus_32302,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzkewxh,3463,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,57716.666670000006,-88865759.71362014,581026.7908526147
522,r1dvbs8vu72tbp,d1,5ef262fad3d16287168a3366,sample.transcriptic.aq1dvhyrzzxg3t8.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,4,97f4299ed32e0ecebd2be5c419ceae3aac013d9a,"UWBF_32302 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_32302,CRISPR_CEN.PK2_positive_control_yeVenus_32302,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,22.0,hour,aq1dvhyrzzxg3t8,3730,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,62166.666670000006,-88865759.71362014,581026.7908526147
523,r1dvbs8vu72tbp,d1,5ef2640b141c972f749ab086,sample.transcriptic.aq1dvjappuspqpj.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,4,831900a19420df20f6fff4d8e15839702b5dc38a,"UWBF_32302 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_32302,CRISPR_CEN.PK2_positive_control_yeVenus_32302,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,24.0,hour,aq1dvjappuspqpj,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,14000,200,11-Dec-2019,2142857.14286,-88865759.71362014,581026.7908526147
524,r1dvbs8vu72tbp,d10,5ef263b15a8ffec0f2db140b,sample.transcriptic.aq1dvhcr6dxn7y6.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,d1148d2c493c6d42d74645f11fdbf10ca5556847,"UWBF_24960 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,18.0,hour,aq1dvhcr6dxn7y6,3658,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,60966.666670000006,-93590695.068695,553791.6643885181
525,r1dvbs8vu72tbp,d10,5ef2643249c4a5cab3a22b8e,sample.transcriptic.aq1dvhp5yzqyqfm.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,0260a7e9cf0d982ac6c41f331591dfd0b5c45a1b,"UWBF_24960 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzqyqfm,2572,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,42866.66667,-93590695.068695,553791.6643885181
526,r1dvbs8vu72tbp,d10,5ef262ce5e1ca853c188ca3d,sample.transcriptic.aq1dvhys223zvbb.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,790c6ea651e92895a01576552e9cb8645e247085,"UWBF_24960 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,22.0,hour,aq1dvhys223zvbb,14180,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,236333.33333000002,-93590695.068695,553791.6643885181
527,r1dvbs8vu72tbp,d10,5ef2648eac09c8d8396dbd82,sample.transcriptic.aq1dvjappux8h7p.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,486cc05e1a75dddaa24834538dfffa71df7f387f,"UWBF_24960 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,24.0,hour,aq1dvjappux8h7p,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,16000,200,11-Dec-2019,1875000.0,-93590695.068695,553791.6643885181
528,r1dvbs8vu72tbp,d11,5ef26371e78a733507497294,sample.transcriptic.aq1dvhcr6dyse45.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,6ea16d92c2a94e8704316fe9120897108b19c5de,"UWBF_24960 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,18.0,hour,aq1dvhcr6dyse45,5415,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,90250.0,-68678802.53712508,707377.2367710267
529,r1dvbs8vu72tbp,d11,5ef263bc5a8ffec0f2db144d,sample.transcriptic.aq1dvhp5yzs4wkk.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,1e851a5cc70a593b193377f376efd6c643cb4693,"UWBF_24960 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzs4wkk,5439,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,90650.0,-68678802.53712508,707377.2367710267
530,r1dvbs8vu72tbp,d11,5ef2637ae78a7335074972d0,sample.transcriptic.aq1dvhys22563f9.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,facf98acb7bb9a09b13bf2c71548e576abbef882,"UWBF_24960 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,22.0,hour,aq1dvhys22563f9,20455,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,340916.66667,-68678802.53712508,707377.2367710267
531,r1dvbs8vu72tbp,d11,5ef263af5a8ffec0f2db1405,sample.transcriptic.aq1dvjappuycqbn.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,72dbf218a6a8d674c258353cd713a3126c2183ca,"UWBF_24960 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,24.0,hour,aq1dvjappuycqbn,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,13000,200,11-Dec-2019,2307692.30769,-68678802.53712508,707377.2367710267
532,r1dvbs8vu72tbp,d12,5ef262cd5e1ca853c188ca3a,sample.transcriptic.aq1dvhcr6dyse47.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,39180ce99dec16ac8685335fc082ef9dd68c4cca,"UWBF_24960 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvhcr6dyse47,30000,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,17000,200,11-Dec-2019,1764705.88235,-270524524.69073546,2251400.574121608
533,r1dvbs8vu72tbp,d12,5ef262d45e1ca853c188ca64,sample.transcriptic.aq1dvhp5yzs4wkn.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,ace0f04a07f51b43f32beb5c772dcbb685f83cce,"UWBF_24960 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzs4wkn,30000,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,17000,200,11-Dec-2019,1764705.88235,-270524524.69073546,2251400.574121608
534,r1dvbs8vu72tbp,d12,5ef262c05e1ca853c188c9e0,sample.transcriptic.aq1dvhys22563fb.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,b884516f4fd0da1fbe5122576434221dbfa9fd70,"UWBF_24960 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,22.0,hour,aq1dvhys22563fb,30000,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,14000,200,11-Dec-2019,2142857.14286,-270524524.69073546,2251400.574121608
535,r1dvbs8vu72tbp,d12,5ef262ca5e1ca853c188ca25,sample.transcriptic.aq1dvjappuycqbq.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,f2dd26ee6d288ff6ae2bd87d4003ea2e93e61957,"UWBF_24960 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,24.0,hour,aq1dvjappuycqbq,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,9000,200,11-Dec-2019,3333333.33333,-270524524.69073546,2251400.574121608
536,r1dvbs8vu72tbp,d2,5ef263d360e3ad502b9b5824,sample.transcriptic.aq1dvhcr6du8mk2.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,6,952c20f93c9cc9c5ad3ef42b810553c0988671d4,"UWBF_24864 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvhcr6du8mk2,22,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,366.66667,0.8481227134631683,59.681350125730205
537,r1dvbs8vu72tbp,d2,5ef2629cf80dde9bba37ba34,sample.transcriptic.aq1dvhp5yzmk53f.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,6,c045153dc29daaca3013f0304b47213e8d4ea071,"UWBF_24864 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzmk53f,21,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,350.0,0.8481227134631683,59.681350125730205
538,r1dvbs8vu72tbp,d2,5ef262c35e1ca853c188c9f8,sample.transcriptic.aq1dvhyrzzym9x5.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,6,86fa2c5ef460bfa809b524d0d637ddd906e829de,"UWBF_24864 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,22.0,hour,aq1dvhyrzzym9x5,91,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,1516.6666699999998,0.8481227134631683,59.681350125730205
539,r1dvbs8vu72tbp,d2,5ef26305d3d16287168a33ae,sample.transcriptic.aq1dvjapputtwth.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,6,49c7c858a32979bdf6a6e258c2ecbdcffd1f7e2a,"UWBF_24864 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,24.0,hour,aq1dvjapputtwth,483,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,8050.0,0.8481227134631683,59.681350125730205
540,r1dvbs8vu72tbp,d3,5ef263d860e3ad502b9b5842,sample.transcriptic.aq1dvhcr6du8mk4.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,c0ae33024003c8a9bfbdd916bbcfb9187160c01b,"UWBF_24960 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,18.0,hour,aq1dvhcr6du8mk4,2978,TimeSeries-12-11-2019-Run2P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,49633.33333,-53876023.423250385,204642.04526073867
541,r1dvbs8vu72tbp,d3,5ef262c55e1ca853c188ca01,sample.transcriptic.aq1dvhp5yzmk53h.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,d2f5ec470716f8bb3c3699abe14fb3bb18eab283,"UWBF_24960 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,20.0,hour,aq1dvhp5yzmk53h,1940,TimeSeries-12-11-2019-Run2P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,32333.33333,-53876023.423250385,204642.04526073867
542,r1dvbs8vu72tbp,d3,5ef26485ac09c8d8396dbd52,sample.transcriptic.aq1dvhyrzzym9x7.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,cc9d168e1d0806818bc8025d541cf132a500226b,"UWBF_24960 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,22.0,hour,aq1dvhyrzzym9x7,3287,TimeSeries-12-11-2019-Run2P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,11-Dec-2019,54783.333329999994,-53876023.423250385,204642.04526073867
543,r1dvbs8vu72tbp,d3,5ef2643749c4a5cab3a22bb2,sample.transcriptic.aq1dvjapputtwtk.experiment.transcriptic.r1dvbs8vu72tbp,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,2,2793d1e0c9db894b559d23d708ec1de662394d65,"UWBF_24960 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24960,CRISPR_CEN.PK2_24960,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,24.0,hour,aq1dvjapputtwtk,30000,TimeSeries-12-11-2019-Run2P4,Sytox-YeastGates,SytoxYG-Plate,44000,200,11-Dec-2019,681818.1818199999,-53876023.423250385,204642.04526073867
